,COUNTRY,MEASURE,TYPE,LEVEL,REGION,CATEGORY,DATE_IMPLEMENTED,ENTRY_DATE
1189,Djibouti,international flights suspension,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-18,2020-03-16 00:00:00
1190,Djibouti,limit public gatherings,Introduction / extension of measures,-,Africa,Social distancing,2020-03-20,2020-04-17 00:00:00
1191,Djibouti,limit public gatherings,Phase-out measure,-,Africa,Social distancing,2020-05-23,2020-05-11 00:00:00
1192,Djibouti,lockdown,Introduction / extension of measures,-,Africa,Lockdown,2020-03-23,2020-04-17 00:00:00
1193,Djibouti,lockdown,Phase-out measure,-,Africa,Lockdown,2020-05-10,2020-05-11 00:00:00
1194,Djibouti,other public health measures enforced,Introduction / extension of measures,-,Africa,Public health measures,2020-04-13,2020-04-17 00:00:00
1195,Djibouti,requirement to wear protective gear in public,Introduction / extension of measures,-,Africa,Public health measures,2020-04-21,2020-04-29 00:00:00
1196,Djibouti,schools closure,Introduction / extension of measures,-,Africa,Social distancing,2020-03-19,2020-04-17 00:00:00
1197,Djibouti,strengthening the public health system,Introduction / extension of measures,-,Africa,Public health measures,2020-03-15,2020-04-17 00:00:00
1198,Djibouti,surveillance and monitoring,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-15,2020-04-17 00:00:00
1199,Djibouti,testing policy,Introduction / extension of measures,-,Africa,Public health measures,2020-03-24,2020-04-17 00:00:00
1200,Dominica,awareness campaigns,Introduction / extension of measures,-,Americas,Public health measures,2020-01-24,2020-03-25 00:00:00
1201,Dominica,border closure,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-26,2020-03-25 00:00:00
1202,Dominica,changes in prison-related policies,Introduction / extension of measures,-,Americas,Social distancing,2020-04-06,2020-04-27 00:00:00
1203,Dominica,closure of businesses and public services,Introduction / extension of measures,-,Americas,Social distancing,2020-03-27,2020-04-27 00:00:00
1204,Dominica,closure of businesses and public services,Phase-out measure,-,Americas,Social distancing,2020-04-27,2020-04-27 00:00:00
1205,Dominica,curfews,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-28,2020-04-27 00:00:00
1206,Dominica,domestic travel restrictions,Introduction / extension of measures,-,Americas,Movement restrictions,2020-04-04,2020-04-27 00:00:00
1207,Dominica,economic measures,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-01-29,2020-03-25 00:00:00
1208,Dominica,emergency administrative structures activated or established,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-03-03,2020-03-25 00:00:00
1209,Dominica,isolation and quarantine policies,Introduction / extension of measures,-,Americas,Public health measures,2020-03-25,2020-03-25 00:00:00
1210,Dominica,limit public gatherings,Introduction / extension of measures,-,Americas,Social distancing,2020-03-31,2020-04-27 00:00:00
1211,Dominica,lockdown,Introduction / extension of measures,-,Americas,Lockdown,2020-03-31,2020-04-27 00:00:00
1212,Dominica,mass population testing,Introduction / extension of measures,-,Americas,Public health measures,2020-04-20,2020-04-27 00:00:00
1213,Dominica,other public health measures enforced,Introduction / extension of measures,-,Americas,Public health measures,2020-04-01,2020-04-27 00:00:00
1214,Dominica,requirement to wear protective gear in public,Introduction / extension of measures,-,Americas,Public health measures,2020-04-27,2020-04-27 00:00:00
1215,Dominica,state of emergency declared,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-04-01,2020-04-27 00:00:00
1216,Dominica,strengthening the public health system,Introduction / extension of measures,-,Americas,Public health measures,2020-01-29,2020-03-25 00:00:00
1217,Dominica,surveillance and monitoring,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-05,2020-03-25 00:00:00
1218,Dominican Republic,border closure,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-19,2020-03-23 00:00:00
1219,Dominican Republic,checkpoints within the country,Introduction / extension of measures,-,Americas,Movement restrictions,2020-04-03,2020-04-03 00:00:00
1220,Dominican Republic,closure of businesses and public services,Phase-out measure,-,Americas,Social distancing,2020-05-17,2020-05-27 00:00:00
1221,Dominican Republic,curfews,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-20,2020-03-23 00:00:00
1222,Dominican Republic,domestic travel restrictions,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-19,2020-03-23 00:00:00
1223,Dominican Republic,domestic travel restrictions,Phase-out measure,-,Americas,Movement restrictions,2020-04-13,2020-04-14 00:00:00
1224,Dominican Republic,economic measures,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-04-13,2020-04-14 00:00:00
1225,Dominican Republic,emergency administrative structures activated or established,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-04-03,2020-04-06 00:00:00
1226,Dominican Republic,general recommendations,Introduction / extension of measures,-,Americas,Public health measures,2020-03-23,2020-03-27 00:00:00
1227,Dominican Republic,health screenings in airports and border crossings,Introduction / extension of measures,-,Americas,Public health measures,2020-02-29,2020-03-15 00:00:00
1228,Dominican Republic,international flights suspension,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-16,2020-03-23 00:00:00
1229,Dominican Republic,isolation and quarantine policies,Introduction / extension of measures,-,Americas,Public health measures,2020-03-14,2020-03-23 00:00:00
1230,Dominican Republic,limit public gatherings,Introduction / extension of measures,-,Americas,Social distancing,2020-03-19,2020-03-23 00:00:00
1231,Dominican Republic,other public health measures enforced,Introduction / extension of measures,-,Americas,Public health measures,2020-03-27,2020-04-06 00:00:00
1232,Dominican Republic,schools closure,Introduction / extension of measures,-,Americas,Social distancing,2020-03-19,2020-03-23 00:00:00
1233,Dominican Republic,state of emergency declared,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-03-19,2020-03-23 00:00:00
1234,Dominican Republic,strengthening the public health system,Introduction / extension of measures,-,Americas,Public health measures,2020-04-22,2020-04-23 00:00:00
1235,Dominican Republic,testing policy,Introduction / extension of measures,-,Americas,Public health measures,2020-04-13,2020-04-14 00:00:00
1236,Ecuador,additional health/documents requirements upon arrival,Introduction / extension of measures,-,Americas,Movement restrictions,2020-05-22,2020-05-20 00:00:00
1237,Ecuador,border closure,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-17,2020-03-23 00:00:00
1238,Ecuador,closure of businesses and public services,Introduction / extension of measures,-,Americas,Social distancing,2020-03-17,2020-03-23 00:00:00
1239,Ecuador,closure of businesses and public services,Phase-out measure,-,Americas,Social distancing,2020-05-05,2020-05-08 00:00:00
1240,Ecuador,curfews,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-21,2020-03-23 00:00:00
1241,Ecuador,curfews,Phase-out measure,-,Americas,Movement restrictions,2020-05-05,2020-05-08 00:00:00
1242,Ecuador,domestic travel restrictions,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-02,2020-04-06 00:00:00
1243,Ecuador,domestic travel restrictions,Phase-out measure,-,Americas,Movement restrictions,2020-05-05,2020-05-08 00:00:00
1244,Ecuador,economic measures,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-03-02,2020-04-06 00:00:00
1245,Ecuador,international flights suspension,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-02,2020-04-06 00:00:00
1246,Ecuador,international flights suspension,Phase-out measure,-,Americas,Movement restrictions,2020-06-01,2020-05-27 00:00:00
1247,Ecuador,isolation and quarantine policies,Introduction / extension of measures,-,Americas,Public health measures,2020-03-12,2020-03-14 00:00:00
1248,Ecuador,limit public gatherings,Introduction / extension of measures,-,Americas,Social distancing,2020-04-02,2020-04-06 00:00:00
1249,Ecuador,lockdown,Introduction / extension of measures,-,Americas,Lockdown,2020-03-02,2020-04-06 00:00:00
1250,Ecuador,lockdown,Phase-out measure,-,Americas,Lockdown,2020-05-04,2020-04-30 00:00:00
1251,Ecuador,psychological assistance and medical social work,Introduction / extension of measures,-,Americas,Public health measures,2020-03-26,2020-04-14 00:00:00
1252,Ecuador,requirement to wear protective gear in public,Introduction / extension of measures,-,Americas,Public health measures,2020-03-17,2020-04-14 00:00:00
1253,Ecuador,schools closure,Introduction / extension of measures,-,Americas,Social distancing,2020-03-02,2020-04-06 00:00:00
1254,Ecuador,state of emergency declared,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-03-22,2020-03-23 00:00:00
1255,Ecuador,strengthening the public health system,Introduction / extension of measures,-,Americas,Public health measures,2020-03-05,2020-04-06 00:00:00
1256,Ecuador,surveillance and monitoring,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-03,2020-04-06 00:00:00
1257,Egypt,closure of businesses and public services,Introduction / extension of measures,-,Africa,Social distancing,2020-03-15,2020-03-20 00:00:00
1258,Egypt,closure of businesses and public services,Phase-out measure,-,Africa,Social distancing,2020-05-03,2020-05-22 00:00:00
1259,Egypt,curfews,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-25,2020-03-25 00:00:00
1260,Egypt,domestic travel restrictions,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-25,2020-03-29 00:00:00
1261,Egypt,economic measures,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-17,2020-04-05 00:00:00
1262,Egypt,emergency administrative structures activated or established,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-04-13,2020-04-14 00:00:00
1263,Egypt,health screenings in airports and border crossings,Introduction / extension of measures,-,Africa,Public health measures,2020-03-19,2020-03-20 00:00:00
1264,Egypt,international flights suspension,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-19,2020-03-17 00:00:00
1265,Egypt,isolation and quarantine policies,Introduction / extension of measures,-,Africa,Public health measures,2020-03-17,2020-03-20 00:00:00
1266,Egypt,limit public gatherings,Introduction / extension of measures,-,Africa,Social distancing,2020-04-07,2020-04-14 00:00:00
1267,Egypt,other public health measures enforced,Introduction / extension of measures,-,Africa,Public health measures,2020-03-29,2020-04-14 00:00:00
1268,Egypt,requirement to wear protective gear in public,Introduction / extension of measures,-,Africa,Public health measures,2020-05-30,2020-05-30 00:00:00
1269,Egypt,schools closure,Introduction / extension of measures,-,Africa,Social distancing,2020-03-15,2020-03-20 00:00:00
1270,Egypt,state of emergency declared,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-04-28,2020-05-05 00:00:00
1271,Egypt,strengthening the public health system,Introduction / extension of measures,-,Africa,Public health measures,2020-03-25,2020-03-25 00:00:00
1272,Egypt,visa restrictions,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-24,2020-04-05 00:00:00
1273,El Salvador,awareness campaigns,Introduction / extension of measures,-,Americas,Public health measures,2020-04-14,2020-04-20 00:00:00
1274,El Salvador,border closure,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-11,2020-03-21 00:00:00
1275,El Salvador,closure of businesses and public services,Introduction / extension of measures,-,Americas,Social distancing,2020-04-02,2020-04-03 00:00:00
1276,El Salvador,curfews,Introduction / extension of measures,-,Americas,Movement restrictions,2020-05-07,2020-05-11 00:00:00
1277,El Salvador,domestic travel restrictions,Introduction / extension of measures,-,Americas,Movement restrictions,2020-05-07,2020-05-11 00:00:00
1278,El Salvador,economic measures,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-03-11,2020-03-21 00:00:00
1279,El Salvador,emergency administrative structures activated or established,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-04-02,2020-04-03 00:00:00
1280,El Salvador,health screenings in airports and border crossings,Introduction / extension of measures,-,Americas,Public health measures,2020-03-12,2020-03-14 00:00:00
1281,El Salvador,isolation and quarantine policies,Introduction / extension of measures,-,Americas,Public health measures,2020-03-11,2020-03-21 00:00:00
