,COUNTRY,MEASURE,TYPE,LEVEL,REGION,CATEGORY,DATE_IMPLEMENTED,ENTRY_DATE
3474,Sudan,limit public gatherings,Introduction / extension of measures,-,Africa,Social distancing,2020-03-15,2020-03-17 00:00:00
3475,Sudan,limit public gatherings,Phase-out measure,-,Africa,Social distancing,2020-05-03,2020-05-08 00:00:00
3476,Sudan,schools closure,Introduction / extension of measures,-,Africa,Social distancing,2020-03-20,2020-03-23 00:00:00
3477,Sudan,state of emergency declared,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-16,2020-03-17 00:00:00
3478,Sudan,strengthening the public health system,Introduction / extension of measures,-,Africa,Public health measures,2020-04-05,2020-04-15 00:00:00
3479,Sudan,surveillance and monitoring,Introduction / extension of measures,-,Africa,Movement restrictions,2020-05-12,2020-05-13 00:00:00
3480,Sudan,testing policy,Introduction / extension of measures,-,Africa,Public health measures,2020-05-05,2020-05-08 00:00:00
3481,Suriname,awareness campaigns,Introduction / extension of measures,-,Americas,Public health measures,2020-04-15,2020-04-19 00:00:00
3482,Suriname,border checks,Introduction / extension of measures,-,Americas,Movement restrictions,2020-04-16,2020-04-19 00:00:00
3483,Suriname,border closure,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-14,2020-03-25 00:00:00
3484,Suriname,checkpoints within the country,Introduction / extension of measures,-,Americas,Movement restrictions,2020-04-29,2020-05-02 00:00:00
3485,Suriname,closure of businesses and public services,Introduction / extension of measures,-,Americas,Social distancing,2020-03-18,2020-04-09 00:00:00
3486,Suriname,closure of businesses and public services,Phase-out measure,-,Americas,Social distancing,2020-05-02,2020-05-02 00:00:00
3487,Suriname,curfews,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-29,2020-04-02 00:00:00
3488,Suriname,curfews,Phase-out measure,-,Americas,Movement restrictions,2020-05-10,2020-05-11 00:00:00
3489,Suriname,economic measures,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-04-08,2020-04-16 00:00:00
3490,Suriname,emergency administrative structures activated or established,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-05-08,2020-05-11 00:00:00
3491,Suriname,general recommendations,Introduction / extension of measures,-,Americas,Public health measures,2020-03-14,2020-03-25 00:00:00
3492,Suriname,international flights suspension,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-14,2020-04-02 00:00:00
3493,Suriname,isolation and quarantine policies,Introduction / extension of measures,-,Americas,Public health measures,2020-02-06,2020-03-14 00:00:00
3494,Suriname,isolation and quarantine policies,Phase-out measure,-,Americas,Public health measures,2020-05-17,2020-05-11 00:00:00
3495,Suriname,limit public gatherings,Introduction / extension of measures,-,Americas,Social distancing,2020-03-27,2020-04-02 00:00:00
3496,Suriname,limit public gatherings,Phase-out measure,-,Americas,Social distancing,2020-05-10,2020-05-11 00:00:00
3497,Suriname,military deployment,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-04-30,2020-05-02 00:00:00
3498,Suriname,other public health measures enforced,Introduction / extension of measures,-,Americas,Public health measures,2020-04-03,2020-04-09 00:00:00
3499,Suriname,psychological assistance and medical social work,Introduction / extension of measures,-,Americas,Public health measures,2020-04-30,2020-05-02 00:00:00
3500,Suriname,requirement to wear protective gear in public,Introduction / extension of measures,-,Americas,Public health measures,2020-05-14,2020-05-16 00:00:00
3501,Suriname,schools closure,Introduction / extension of measures,-,Americas,Social distancing,2020-03-16,2020-04-09 00:00:00
3502,Suriname,state of emergency declared,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-04-08,2020-04-16 00:00:00
3503,Suriname,strengthening the public health system,Introduction / extension of measures,-,Americas,Public health measures,2020-03-23,2020-04-09 00:00:00
3504,Suriname,surveillance and monitoring,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-26,2020-04-02 00:00:00
3505,Sweden,awareness campaigns,Introduction / extension of measures,-,Europe,Public health measures,2020-04-20,2020-04-25 00:00:00
3506,Sweden,border checks,Introduction / extension of measures,-,Europe,Movement restrictions,2020-04-30,2020-05-02 00:00:00
3507,Sweden,border closure,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-19,2020-03-25 00:00:00
3508,Sweden,economic measures,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-03-11,2020-03-25 00:00:00
3509,Sweden,emergency administrative structures activated or established,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-02-01,2020-03-25 00:00:00
3510,Sweden,general recommendations,Introduction / extension of measures,-,Europe,Public health measures,2020-03-14,2020-03-25 00:00:00
3511,Sweden,general recommendations,Phase-out measure,-,Europe,Public health measures,2020-04-16,2020-04-25 00:00:00
3512,Sweden,isolation and quarantine policies,Introduction / extension of measures,-,Europe,Public health measures,2020-04-01,2020-04-02 00:00:00
3513,Sweden,limit public gatherings,Introduction / extension of measures,-,Europe,Social distancing,2020-03-12,2020-03-16 00:00:00
3514,Sweden,other public health measures enforced,Introduction / extension of measures,-,Europe,Public health measures,2020-03-25,2020-04-02 00:00:00
3515,Sweden,psychological assistance and medical social work,Introduction / extension of measures,-,Europe,Public health measures,2020-05-11,2020-05-11 00:00:00
3516,Sweden,strengthening the public health system,Introduction / extension of measures,-,Europe,Public health measures,2020-03-12,2020-03-25 00:00:00
3517,Sweden,testing policy,Introduction / extension of measures,-,Europe,Public health measures,2020-04-17,2020-04-25 00:00:00
3518,Switzerland,additional health/documents requirements upon arrival,Introduction / extension of measures,-,Europe,Movement restrictions,2020-05-15,2020-05-16 00:00:00
3519,Switzerland,amendments to funeral and burial regulations,Phase-out measure,-,Europe,Public health measures,2020-04-27,2020-04-19 00:00:00
3520,Switzerland,awareness campaigns,Introduction / extension of measures,-,Europe,Public health measures,2020-03-01,2020-03-20 00:00:00
3521,Switzerland,border checks,Introduction / extension of measures,-,Europe,Movement restrictions,2020-02-13,2020-03-16 00:00:00
3522,Switzerland,border closure,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-11,2020-03-20 00:00:00
3523,Switzerland,border closure,Phase-out measure,-,Europe,Movement restrictions,2020-04-17,2020-05-02 00:00:00
3524,Switzerland,closure of businesses and public services,Introduction / extension of measures,-,Europe,Social distancing,2020-03-16,2020-03-20 00:00:00
3525,Switzerland,closure of businesses and public services,Phase-out measure,-,Europe,Social distancing,2020-04-27,2020-04-19 00:00:00
3526,Switzerland,economic measures,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-03-13,2020-03-20 00:00:00
3527,Switzerland,economic measures,Phase-out measure,-,Europe,Governance and socio-economic measures,2020-05-20,2020-05-25 00:00:00
3528,Switzerland,emergency administrative structures activated or established,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-03-27,2020-04-03 00:00:00
3529,Switzerland,general recommendations,Introduction / extension of measures,-,Europe,Public health measures,2020-03-19,2020-03-20 00:00:00
3530,Switzerland,international flights suspension,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-25,2020-03-26 00:00:00
3531,Switzerland,international flights suspension,Phase-out measure,-,Europe,Movement restrictions,2020-06-01,2020-05-11 00:00:00
3532,Switzerland,limit product imports/exports,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-03-26,2020-03-26 00:00:00
3533,Switzerland,limit public gatherings,Introduction / extension of measures,-,Europe,Social distancing,2020-02-28,2020-03-20 00:00:00
3534,Switzerland,limit public gatherings,Phase-out measure,-,Europe,Social distancing,2020-05-11,2020-05-02 00:00:00
3535,Switzerland,military deployment,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-03-06,2020-04-25 00:00:00
3536,Switzerland,military deployment,Phase-out measure,-,Europe,Governance and socio-economic measures,2020-04-16,2020-04-19 00:00:00
3537,Switzerland,other public health measures enforced,Introduction / extension of measures,-,Europe,Public health measures,2020-04-01,2020-05-18 00:00:00
3538,Switzerland,schools closure,Introduction / extension of measures,-,Europe,Social distancing,2020-03-16,2020-03-16 00:00:00
3539,Switzerland,schools closure,Phase-out measure,-,Europe,Social distancing,2020-05-11,2020-04-19 00:00:00
3540,Switzerland,state of emergency declared,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-03-16,2020-03-16 00:00:00
3541,Switzerland,strengthening the public health system,Introduction / extension of measures,-,Europe,Public health measures,2020-03-19,2020-03-20 00:00:00
3542,Switzerland,strengthening the public health system,Phase-out measure,-,Europe,Public health measures,2020-04-27,2020-04-19 00:00:00
3543,Switzerland,surveillance and monitoring,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-27,2020-04-03 00:00:00
3544,Switzerland,testing policy,Introduction / extension of measures,-,Europe,Public health measures,2020-03-07,2020-03-20 00:00:00
3545,Switzerland,visa restrictions,Introduction / extension of measures,-,Europe,Movement restrictions,2020-02-13,2020-03-16 00:00:00
3546,Switzerland,visa restrictions,Phase-out measure,-,Europe,Movement restrictions,2020-05-11,2020-05-02 00:00:00
3547,Syria,border checks,Introduction / extension of measures,-,Middle East,Movement restrictions,2020-04-10,2020-04-14 00:00:00
3548,Syria,border closure,Introduction / extension of measures,-,Middle East,Movement restrictions,2020-03-22,2020-04-14 00:00:00
3549,Syria,changes in prison-related policies,Introduction / extension of measures,-,Middle East,Social distancing,2020-04-02,2020-04-14 00:00:00
3550,Syria,closure of businesses and public services,Introduction / extension of measures,-,Middle East,Social distancing,2020-03-14,2020-03-15 00:00:00
3551,Syria,closure of businesses and public services,Phase-out measure,-,Middle East,Social distancing,2020-04-29,2020-05-02 00:00:00
3552,Syria,curfews,Introduction / extension of measures,-,Middle East,Movement restrictions,2020-03-25,2020-04-09 00:00:00
3553,Syria,domestic travel restrictions,Introduction / extension of measures,-,Middle East,Movement restrictions,2020-03-25,2020-04-14 00:00:00
3554,Syria,economic measures,Introduction / extension of measures,-,Middle East,Governance and socio-economic measures,2020-03-13,2020-03-22 00:00:00
3555,Syria,health screenings in airports and border crossings,Introduction / extension of measures,-,Middle East,Public health measures,2020-03-14,2020-03-15 00:00:00
3556,Syria,international flights suspension,Introduction / extension of measures,-,Middle East,Movement restrictions,2020-03-25,2020-04-14 00:00:00
3557,Syria,isolation and quarantine policies,Introduction / extension of measures,-,Middle East,Public health measures,2020-03-14,2020-03-15 00:00:00
3558,Syria,other public health measures enforced,Introduction / extension of measures,-,Middle East,Public health measures,2020-04-02,2020-04-21 00:00:00
3559,Syria,schools closure,Introduction / extension of measures,-,Middle East,Social distancing,2020-03-14,2020-03-15 00:00:00
3560,Syria,strengthening the public health system,Introduction / extension of measures,-,Middle East,Public health measures,2020-03-20,2020-03-22 00:00:00
3561,Syria,testing policy,Introduction / extension of measures,-,Middle East,Public health measures,2020-03-26,2020-03-31 00:00:00
3562,Syria,visa restrictions,Introduction / extension of measures,-,Middle East,Movement restrictions,2020-03-19,2020-03-22 00:00:00
3563,Tajikistan,awareness campaigns,Introduction / extension of measures,-,Asia,Public health measures,2020-03-27,2020-05-08 00:00:00
3564,Tajikistan,changes in prison-related policies,Introduction / extension of measures,-,Asia,Social distancing,2020-03-31,2020-04-06 00:00:00
3565,Tajikistan,economic measures,Introduction / extension of measures,-,Asia,Governance and socio-economic measures,2020-05-07,2020-05-11 00:00:00
3566,Tajikistan,emergency administrative structures activated or established,Introduction / extension of measures,-,Asia,Governance and socio-economic measures,2020-01-23,2020-05-11 00:00:00
3567,Tajikistan,general recommendations,Introduction / extension of measures,-,Asia,Public health measures,2020-03-04,2020-04-06 00:00:00
3568,Tajikistan,international flights suspension,Introduction / extension of measures,-,Asia,Movement restrictions,2020-02-24,2020-04-06 00:00:00
3569,Tajikistan,isolation and quarantine policies,Introduction / extension of measures,-,Asia,Public health measures,2020-02-01,2020-05-11 00:00:00
3570,Tajikistan,limit product imports/exports,Introduction / extension of measures,-,Asia,Governance and socio-economic measures,2020-04-25,2020-05-11 00:00:00
3571,Tajikistan,limit public gatherings,Introduction / extension of measures,-,Asia,Social distancing,2020-04-05,2020-04-06 00:00:00
3572,Tajikistan,requirement to wear protective gear in public,Introduction / extension of measures,-,Asia,Public health measures,2020-04-30,2020-05-08 00:00:00
3573,Tajikistan,schools closure,Introduction / extension of measures,-,Asia,Social distancing,2020-04-25,2020-05-08 00:00:00
3574,Tajikistan,strengthening the public health system,Introduction / extension of measures,-,Asia,Public health measures,2020-04-03,2020-05-11 00:00:00
3575,Tajikistan,testing policy,Introduction / extension of measures,-,Asia,Public health measures,2020-04-29,2020-05-11 00:00:00
3576,Tanzania,additional health/documents requirements upon arrival,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-23,2020-03-27 00:00:00
3577,Tanzania,economic measures,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-05-08,2020-05-23 00:00:00
3578,Tanzania,emergency administrative structures activated or established,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-04-03,2020-04-07 00:00:00
3579,Tanzania,general recommendations,Introduction / extension of measures,-,Africa,Public health measures,2020-03-20,2020-03-20 00:00:00
3580,Tanzania,health screenings in airports and border crossings,Introduction / extension of measures,-,Africa,Public health measures,2020-02-25,2020-03-15 00:00:00
3581,Tanzania,international flights suspension,Introduction / extension of measures,-,Africa,Movement restrictions,2020-04-11,2020-04-15 00:00:00
3582,Tanzania,international flights suspension,Phase-out measure,-,Africa,Movement restrictions,2020-05-07,2020-05-11 00:00:00
3583,Tanzania,isolation and quarantine policies,Introduction / extension of measures,-,Africa,Public health measures,2020-03-23,2020-03-27 00:00:00
3584,Tanzania,isolation and quarantine policies,Phase-out measure,-,Africa,Public health measures,2020-05-18,2020-05-19 00:00:00
3585,Tanzania,limit public gatherings,Introduction / extension of measures,-,Africa,Social distancing,2020-03-20,2020-03-20 00:00:00
3586,Tanzania,limit public gatherings,Phase-out measure,-,Africa,Social distancing,2020-06-01,2020-05-23 00:00:00
3587,Tanzania,schools closure,Introduction / extension of measures,-,Africa,Social distancing,2020-03-17,2020-03-20 00:00:00
3588,Tanzania,schools closure,Phase-out measure,-,Africa,Social distancing,2020-06-01,2020-05-23 00:00:00
3589,Thailand,additional health/documents requirements upon arrival,Introduction / extension of measures,-,Asia,Movement restrictions,2020-03-14,2020-03-16 00:00:00
3590,Thailand,awareness campaigns,Introduction / extension of measures,-,Asia,Public health measures,2020-01-26,2020-03-27 00:00:00
3591,Thailand,border checks,Introduction / extension of measures,-,Asia,Movement restrictions,2020-03-25,2020-04-10 00:00:00
3592,Thailand,border closure,Introduction / extension of measures,-,Asia,Movement restrictions,2020-03-21,2020-04-10 00:00:00
3593,Thailand,checkpoints within the country,Introduction / extension of measures,-,Asia,Movement restrictions,2020-01-18,2020-03-27 00:00:00
3594,Thailand,closure of businesses and public services,Introduction / extension of measures,-,Asia,Social distancing,2020-03-22,2020-04-10 00:00:00
3595,Thailand,closure of businesses and public services,Phase-out measure,-,Asia,Social distancing,2020-05-17,2020-05-21 00:00:00
3596,Thailand,curfews,Introduction / extension of measures,-,Asia,Movement restrictions,2020-04-10,2020-04-10 00:00:00
3597,Thailand,domestic travel restrictions,Introduction / extension of measures,-,Asia,Movement restrictions,2020-02-20,2020-03-27 00:00:00
3598,Thailand,domestic travel restrictions,Phase-out measure,-,Asia,Movement restrictions,2020-05-01,2020-05-02 00:00:00
3599,Thailand,economic measures,Introduction / extension of measures,-,Asia,Governance and socio-economic measures,2020-05-06,2020-05-06 00:00:00
3600,Thailand,emergency administrative structures activated or established,Introduction / extension of measures,-,Asia,Governance and socio-economic measures,2020-01-22,2020-03-27 00:00:00
3601,Thailand,general recommendations,Introduction / extension of measures,-,Asia,Public health measures,2020-01-21,2020-03-27 00:00:00
3602,Thailand,health screenings in airports and border crossings,Introduction / extension of measures,-,Asia,Public health measures,2020-01-25,2020-03-27 00:00:00
3603,Thailand,international flights suspension,Introduction / extension of measures,-,Asia,Movement restrictions,2020-03-18,2020-04-10 00:00:00
3604,Thailand,international flights suspension,Phase-out measure,-,Asia,Movement restrictions,2020-05-03,2020-05-21 00:00:00
3605,Thailand,isolation and quarantine policies,Introduction / extension of measures,-,Asia,Public health measures,2020-01-18,2020-03-27 00:00:00
3606,Thailand,lockdown,Introduction / extension of measures,-,Asia,Lockdown,2020-03-22,2020-03-27 00:00:00
3607,Thailand,psychological assistance and medical social work,Introduction / extension of measures,-,Asia,Public health measures,2020-02-07,2020-03-27 00:00:00
3608,Thailand,schools closure,Introduction / extension of measures,-,Asia,Social distancing,2020-03-18,2020-04-10 00:00:00
3609,Thailand,schools closure,Phase-out measure,-,Asia,Social distancing,2020-05-26,2020-05-21 00:00:00
3610,Thailand,state of emergency declared,Introduction / extension of measures,-,Asia,Governance and socio-economic measures,2020-03-26,2020-04-10 00:00:00
3611,Thailand,strengthening the public health system,Introduction / extension of measures,-,Asia,Public health measures,2020-01-18,2020-03-27 00:00:00
3612,Thailand,surveillance and monitoring,Introduction / extension of measures,-,Asia,Movement restrictions,2020-01-03,2020-03-27 00:00:00
3613,Thailand,testing policy,Introduction / extension of measures,-,Asia,Public health measures,2020-02-17,2020-03-27 00:00:00
3614,Thailand,visa restrictions,Introduction / extension of measures,-,Asia,Movement restrictions,2020-02-17,2020-03-27 00:00:00
3615,Timor-Leste,awareness campaigns,Introduction / extension of measures,-,Asia,Public health measures,2020-03-17,2020-04-21 00:00:00
3616,Timor-Leste,economic measures,Introduction / extension of measures,-,Asia,Governance and socio-economic measures,2020-03-25,2020-04-21 00:00:00
3617,Timor-Leste,health screenings in airports and border crossings,Introduction / extension of measures,-,Asia,Public health measures,2020-03-11,2020-04-21 00:00:00
3618,Timor-Leste,international flights suspension,Phase-out measure,-,Asia,Movement restrictions,2020-04-08,2020-04-21 00:00:00
3619,Timor-Leste,isolation and quarantine policies,Introduction / extension of measures,-,Asia,Public health measures,2020-03-20,2020-04-21 00:00:00
3620,Timor-Leste,limit public gatherings,Introduction / extension of measures,-,Asia,Social distancing,2020-03-23,2020-04-21 00:00:00
3621,Timor-Leste,other public health measures enforced,Introduction / extension of measures,-,Asia,Public health measures,2020-03-28,2020-04-21 00:00:00
3622,Timor-Leste,requirement to wear protective gear in public,Introduction / extension of measures,-,Asia,Public health measures,2020-03-28,2020-04-21 00:00:00
3623,Timor-Leste,schools closure,Introduction / extension of measures,-,Asia,Social distancing,2020-03-23,2020-04-21 00:00:00
3624,Timor-Leste,state of emergency declared,Introduction / extension of measures,-,Asia,Governance and socio-economic measures,2020-03-28,2020-04-21 00:00:00
3625,Timor-Leste,strengthening the public health system,Introduction / extension of measures,-,Asia,Public health measures,2020-01-22,2020-04-21 00:00:00
3626,Timor-Leste,surveillance and monitoring,Introduction / extension of measures,-,Asia,Movement restrictions,2020-03-11,2020-04-21 00:00:00
3627,Timor-Leste,visa restrictions,Introduction / extension of measures,-,Asia,Movement restrictions,2020-03-11,2020-04-21 00:00:00
3628,Togo,amendments to funeral and burial regulations,Introduction / extension of measures,-,Africa,Public health measures,2020-03-20,2020-03-24 00:00:00
3629,Togo,border closure,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-20,2020-03-24 00:00:00
3630,Togo,closure of businesses and public services,Introduction / extension of measures,-,Africa,Social distancing,2020-03-16,2020-03-24 00:00:00
3631,Togo,curfews,Introduction / extension of measures,-,Africa,Movement restrictions,2020-04-02,2020-04-09 00:00:00
3632,Togo,domestic travel restrictions,Introduction / extension of measures,-,Africa,Movement restrictions,2020-04-01,2020-04-09 00:00:00
3633,Togo,economic measures,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-16,2020-03-24 00:00:00
3634,Togo,emergency administrative structures activated or established,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-30,2020-04-27 00:00:00
3635,Togo,general recommendations,Introduction / extension of measures,-,Africa,Public health measures,2020-03-16,2020-03-24 00:00:00
3636,Togo,international flights suspension,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-20,2020-03-24 00:00:00
3637,Togo,isolation and quarantine policies,Introduction / extension of measures,-,Africa,Public health measures,2020-03-16,2020-03-24 00:00:00
3638,Togo,limit public gatherings,Introduction / extension of measures,-,Africa,Social distancing,2020-03-16,2020-03-24 00:00:00
3639,Togo,lockdown,Introduction / extension of measures,-,Africa,Lockdown,2020-03-21,2020-03-24 00:00:00
3640,Togo,military deployment,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-04-01,2020-04-09 00:00:00
3641,Togo,schools closure,Introduction / extension of measures,-,Africa,Social distancing,2020-03-20,2020-03-24 00:00:00
3642,Togo,state of emergency declared,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-04-01,2020-04-09 00:00:00
3643,Togo,strengthening the public health system,Introduction / extension of measures,-,Africa,Public health measures,2020-03-21,2020-03-24 00:00:00
3644,Togo,testing policy,Introduction / extension of measures,-,Africa,Public health measures,2020-04-01,2020-04-09 00:00:00
3645,Tonga,additional health/documents requirements upon arrival,Introduction / extension of measures,-,Pacific,Movement restrictions,2020-03-05,2020-03-15 00:00:00
3646,Tonga,awareness campaigns,Introduction / extension of measures,-,Pacific,Public health measures,2020-04-05,2020-04-08 00:00:00
3647,Tonga,border closure,Introduction / extension of measures,-,Pacific,Movement restrictions,2020-03-20,2020-03-20 00:00:00
3648,Tonga,closure of businesses and public services,Introduction / extension of measures,-,Pacific,Social distancing,2020-03-26,2020-03-26 00:00:00
3649,Tonga,closure of businesses and public services,Phase-out measure,-,Pacific,Social distancing,2020-04-05,2020-04-08 00:00:00
3650,Tonga,curfews,Introduction / extension of measures,-,Pacific,Movement restrictions,2020-03-26,2020-03-26 00:00:00
3651,Tonga,curfews,Phase-out measure,-,Pacific,Movement restrictions,2020-05-18,2020-05-20 00:00:00
3652,Tonga,domestic travel restrictions,Introduction / extension of measures,-,Pacific,Movement restrictions,2020-03-29,2020-04-01 00:00:00
3653,Tonga,domestic travel restrictions,Phase-out measure,-,Pacific,Movement restrictions,2020-04-12,2020-04-15 00:00:00
3654,Tonga,economic measures,Introduction / extension of measures,-,Pacific,Governance and socio-economic measures,2020-03-26,2020-03-26 00:00:00
3655,Tonga,emergency administrative structures activated or established,Introduction / extension of measures,-,Pacific,Governance and socio-economic measures,2020-03-18,2020-03-20 00:00:00
3656,Tonga,international flights suspension,Introduction / extension of measures,-,Pacific,Movement restrictions,2020-03-29,2020-04-01 00:00:00
3657,Tonga,isolation and quarantine policies,Introduction / extension of measures,-,Pacific,Public health measures,2020-03-05,2020-03-15 00:00:00
3658,Tonga,limit public gatherings,Introduction / extension of measures,-,Pacific,Social distancing,2020-03-20,2020-03-20 00:00:00
3659,Tonga,limit public gatherings,Phase-out measure,-,Pacific,Social distancing,2020-05-01,2020-05-06 00:00:00
3660,Tonga,lockdown,Introduction / extension of measures,-,Pacific,Lockdown,2020-03-29,2020-03-26 00:00:00
3661,Tonga,other public health measures enforced,Introduction / extension of measures,-,Pacific,Public health measures,2020-05-01,2020-05-06 00:00:00
3662,Tonga,schools closure,Introduction / extension of measures,-,Pacific,Social distancing,2020-03-26,2020-03-26 00:00:00
3663,Tonga,schools closure,Phase-out measure,-,Pacific,Social distancing,2020-04-12,2020-04-15 00:00:00
3664,Tonga,state of emergency declared,Introduction / extension of measures,-,Pacific,Governance and socio-economic measures,2020-03-20,2020-03-20 00:00:00
3665,Tonga,strengthening the public health system,Introduction / extension of measures,-,Pacific,Public health measures,2020-04-11,2020-04-15 00:00:00
3666,Tonga,surveillance and monitoring,Introduction / extension of measures,-,Pacific,Movement restrictions,2020-04-23,2020-04-23 00:00:00
3667,Tonga,visa restrictions,Introduction / extension of measures,-,Pacific,Movement restrictions,2020-03-05,2020-03-15 00:00:00
3668,Trinidad and Tobago,awareness campaigns,Introduction / extension of measures,-,Americas,Public health measures,2020-03-25,2020-04-16 00:00:00
3669,Trinidad and Tobago,border closure,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-22,2020-04-16 00:00:00
3670,Trinidad and Tobago,closure of businesses and public services,Introduction / extension of measures,-,Americas,Social distancing,2020-03-18,2020-04-17 00:00:00
3671,Trinidad and Tobago,economic measures,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-03-18,2020-04-17 00:00:00
3672,Trinidad and Tobago,emergency administrative structures activated or established,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-03-05,2020-04-16 00:00:00
3673,Trinidad and Tobago,general recommendations,Introduction / extension of measures,-,Americas,Public health measures,2020-03-15,2020-04-17 00:00:00
3674,Trinidad and Tobago,isolation and quarantine policies,Introduction / extension of measures,-,Americas,Public health measures,2020-03-18,2020-04-17 00:00:00
3675,Trinidad and Tobago,limit public gatherings,Introduction / extension of measures,-,Americas,Social distancing,2020-04-08,2020-05-19 00:00:00
3676,Trinidad and Tobago,lockdown,Introduction / extension of measures,-,Americas,Lockdown,2020-03-29,2020-04-16 00:00:00
3677,Trinidad and Tobago,lockdown,Phase-out measure,-,Americas,Lockdown,2020-04-20,2020-05-19 00:00:00
3678,Trinidad and Tobago,other public health measures enforced,Introduction / extension of measures,-,Americas,Public health measures,2020-03-14,2020-04-17 00:00:00
3679,Trinidad and Tobago,requirement to wear protective gear in public,Introduction / extension of measures,-,Americas,Public health measures,2020-04-08,2020-05-19 00:00:00
3680,Trinidad and Tobago,schools closure,Introduction / extension of measures,-,Americas,Social distancing,2020-03-13,2020-04-17 00:00:00
3681,Trinidad and Tobago,strengthening the public health system,Introduction / extension of measures,-,Americas,Public health measures,2020-03-20,2020-04-17 00:00:00
3682,Trinidad and Tobago,testing policy,Introduction / extension of measures,-,Americas,Public health measures,2020-03-21,2020-04-17 00:00:00
3683,Trinidad and Tobago,visa restrictions,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-03,2020-03-15 00:00:00
3684,Tunisia,additional health/documents requirements upon arrival,Introduction / extension of measures,-,Africa,Movement restrictions,2020-01-29,2020-04-17 00:00:00
3685,Tunisia,awareness campaigns,Introduction / extension of measures,-,Africa,Public health measures,2020-01-30,2020-04-17 00:00:00
3686,Tunisia,border closure,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-10,2020-04-17 00:00:00
3687,Tunisia,changes in prison-related policies,Introduction / extension of measures,-,Africa,Social distancing,2020-04-07,2020-04-17 00:00:00
3688,Tunisia,checkpoints within the country,Introduction / extension of measures,-,Africa,Movement restrictions,2020-04-07,2020-04-17 00:00:00
3689,Tunisia,economic measures,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-15,2020-04-17 00:00:00
3690,Tunisia,emergency administrative structures activated or established,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-02,2020-04-17 00:00:00
3691,Tunisia,emergency administrative structures activated or established,Phase-out measure,-,Africa,Governance and socio-economic measures,2020-05-08,2020-05-18 00:00:00
3692,Tunisia,general recommendations,Introduction / extension of measures,-,Africa,Public health measures,2020-03-02,2020-04-17 00:00:00
3693,Tunisia,health screenings in airports and border crossings,Introduction / extension of measures,-,Africa,Public health measures,2020-01-29,2020-04-18 00:00:00
3694,Tunisia,international flights suspension,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-10,2020-04-17 00:00:00
3695,Tunisia,isolation and quarantine policies,Introduction / extension of measures,-,Africa,Public health measures,2020-01-29,2020-04-17 00:00:00
3696,Tunisia,limit public gatherings,Introduction / extension of measures,-,Africa,Social distancing,2020-03-13,2020-04-18 00:00:00
3697,Tunisia,lockdown,Introduction / extension of measures,-,Africa,Lockdown,2020-05-07,2020-05-18 00:00:00
3698,Tunisia,other public health measures enforced,Introduction / extension of measures,-,Africa,Public health measures,2020-03-13,2020-04-17 00:00:00
3699,Tunisia,psychological assistance and medical social work,Introduction / extension of measures,-,Africa,Public health measures,2020-04-01,2020-04-17 00:00:00
3700,Tunisia,requirement to wear protective gear in public,Introduction / extension of measures,-,Africa,Public health measures,2020-03-29,2020-04-17 00:00:00
